Org Name	Station ID	State	County	HUC	Generated HUC	Station Latitude	Station Longitude	Station Horizontal Datum	Activity ID	Activity Start	Activity Start Zone	Activity Medium	Activity Type	Activity Category-Rep Num	Subject Taxon	Biopart	Activity Depth	Activity Depth Unit	Characteristic Name	Characteristic Description	Sample Fraction	Value Type	Statistic Type	Result Value Status	Result Value as Text	Units	Analytical Proc ID	Metric Type ID	Metric Value	Metric Unit	Metric Score
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	POE5:0191:1:P	2009-10-21 00:00:00		Biological	Sample-Routine	Sample-Routine	Crucigenia 				Crucigenia	http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=6225		Actual		Final	2.5982905982906	count	~				
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	POE5:0191:1:P	2009-10-21 00:00:00		Biological	Sample-Routine	Sample-Routine	Temoridae 				Temoridae	http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=85855		Actual		Final	0.000206746103182977	count	~				
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	BASIN:0191	2009-10-22 00:00:00		Other	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment													~	NLCD43_KM2_BSN	1.665	km2	1.665
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	BASIN:0191	2009-10-22 00:00:00		Other	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment													~	NLCD51_KM2_BSN	0	km2	0
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	BASIN:0191	2009-10-22 00:00:00		Other	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment													~	NLCD52_KM2_BSN	1.361	km2	1.361
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	BASIN:0191	2009-10-22 00:00:00		Other	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment													~	NLCD71_KM2_BSN	0.274	km2	0.274
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	BASIN:0191	2009-10-22 00:00:00		Other	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment													~	NLCD72_KM2_BSN	0	km2	0
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	BASIN:0191	2009-10-22 00:00:00		Other	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment													~	NLCD73_KM2_BSN	0	km2	0
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	BASIN:0191	2009-10-22 00:00:00		Other	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment													~	NLCD74_KM2_BSN	0	km2	0
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	BASIN:0191	2009-10-22 00:00:00		Other	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment													~	NLCD81_KM2_BSN	0.801	km2	0.801
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	BASIN:0191	2009-10-22 00:00:00		Other	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment													~	NLCD82_KM2_BSN	0.041	km2	0.041
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	BASIN:0191	2009-10-22 00:00:00		Other	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment													~	NLCD90_KM2_BSN	0.212	km2	0.212
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	BASIN:0191	2009-10-22 00:00:00		Other	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment													~	NLCD91_KM2_BSN	0	km2	0
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	BASIN:0191	2009-10-22 00:00:00		Other	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment													~	NLCD92_KM2_BSN	0	km2	0
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	BASIN:0191	2009-10-22 00:00:00		Other	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment													~	NLCD93_KM2_BSN	0	km2	0
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	BASIN:0191	2009-10-22 00:00:00		Other	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment													~	NLCD94_KM2_BSN	0	km2	0
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	BASIN:0191	2009-10-22 00:00:00		Other	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment													~	NLCD95_KM2_BSN	0	km2	0
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	BASIN:0191	2009-10-22 00:00:00		Other	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment													~	NLCD96_KM2_BSN	0	km2	0
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	BASIN:0191	2009-10-22 00:00:00		Other	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment													~	NLCD97_KM2_BSN	0	km2	0
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	BASIN:0191	2009-10-22 00:00:00		Other	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment													~	NLCD98_KM2_BSN	0	km2	0
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	BASIN:0191	2009-10-22 00:00:00		Other	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment													~	NLCD99_KM2_BSN	0	km2	0
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	BASIN:0191	2009-10-22 00:00:00		Other	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment													~	LANDUSE_KM2_BSN	235.361	km2	235.361
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	BASIN:0191	2009-10-22 00:00:00		Other	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment													~	PCT_OPENH20_BSN	2.3	%	2.3
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	BASIN:0191	2009-10-22 00:00:00		Other	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment													~	PCT_ICESNOW_BSN	0	%	0
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	BASIN:0191	2009-10-22 00:00:00		Other	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment													~	PCT_WATER_BSN	2.3	%	2.3
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	BASIN:0191	2009-10-22 00:00:00		Other	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment													~	PCT_DEVOPEN_BSN	2.1	%	2.1
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	BASIN:0191	2009-10-22 00:00:00		Other	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment													~	PCT_DEVMED_BSN	0	%	0
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	BASIN:0191	2009-10-22 00:00:00		Other	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment													~	PCT_DEVHIGH_BSN	0	%	0
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	BASIN:0191	2009-10-22 00:00:00		Other	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment													~	PCT_DEVELOPED_BSN	2.1	%	2.1
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	BASIN:0191	2009-10-22 00:00:00		Other	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment													~	PCT_BARREN_BSN	0.1	%	0.1
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	BASIN:0191	2009-10-22 00:00:00		Other	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment													~	PCT_DECID_BSN	93.1	%	93.1
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	BASIN:0191	2009-10-22 00:00:00		Other	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment													~	PCT_CONIF_BSN	0.5	%	0.5
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	BASIN:0191	2009-10-22 00:00:00		Other	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment													~	PCT_MIXED_BSN	0.7	%	0.7
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	BASIN:0191	2009-10-22 00:00:00		Other	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment													~	PCT_FOREST_BSN	94.3	%	94.3
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	BASIN:0191	2009-10-22 00:00:00		Other	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment													~	PCT_DEVLOW_BSN	0	%	0
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	BASIN:0191	2009-10-22 00:00:00		Other	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment													~	PCT_SHRUBLAND_BSN	0.6	%	0.6
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	BASIN:0191	2009-10-22 00:00:00		Other	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment													~	PCT_GRASS_BSN	0.1	%	0.1
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	BASIN:0191	2009-10-22 00:00:00		Other	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment													~	PCT_PASTURE_BSN	0.3	%	0.3
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	BASIN:0191	2009-10-22 00:00:00		Other	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment													~	PCT_CROPS_BSN	0	%	0
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	BASIN:0191	2009-10-22 00:00:00		Other	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment													~	PCT_AGRIC_BSN	0.3	%	0.3
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	BASIN:0191	2009-10-22 00:00:00		Other	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment													~	PCT_WDYWET_BSN	0.1	%	0.1
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	BASIN:0191	2009-10-22 00:00:00		Other	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment													~	PCT_EMHERBWET_BSN	0	%	0
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	BASIN:0191	2009-10-22 00:00:00		Other	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment													~	PCT_WETLAND_BSN	0.1	%	0.1
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	BASIN:0191	2009-10-22 00:00:00		Other	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment													~	BASINAREA_KM2	235.358486	km2	235.358486
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	BASIN:0191	2009-10-22 00:00:00		Other	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment													~	BASINAREA_HA	23535.8486	ha	23535.8486
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	BASIN:0191	2009-10-22 00:00:00		Other	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment													~	BASINAREA_LU_KM2	235.358486	km2	235.358486
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	BASIN:0191	2009-10-22 00:00:00		Other	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment													~	MISSDATA_KM2_BSN	0	km2	0
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	BASIN:0191	2009-10-22 00:00:00		Other	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment													~	NLCD11_KM2_BSN	5.361	km2	5.361
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	BASIN:0191	2009-10-22 00:00:00		Other	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment													~	NLCD12_KM2_BSN	0	km2	0
